nom,auteur,editeur,nb_joueurs,age_min,duree,type_jeu,notice,themes,description,image,logo
Voyageurs du Tigre du Sud,"SJ Macdonald , Shem Phillips",Pixie Games,1 à 4 joueurs,12 ans,75 mn,Experts,https://www.pixiegames.fr/index.php?controller=attachment&id_attachment=265,Médiéval,"Voyageurs du Tigre du Sud se déroule à l'apogée du Califat Abbasside, vers l'an 820. Dans la peau de courageux explorateurs, cartographes et astronomes, les joueurs partent de Bagdad pour cartographier les terres, les étendues d'eau et les cieux environnants. Les joueurs doivent gérer avec soin leur caravane d'Ouvriers et leur équipement, tout en transmettant régulièrement leurs découvertes à la Maison de la Sagesse. Réussirez vous à impressionner le calife ou allez-vous perdre votre chemin et succomber à la nature sauvage ?",https://www.ludifolie.com/34366-large_default/voyageurs-du-tigre-du-sud.jpg,https://www.pixiegames.fr/themes/pixie-classic/assets/img/pixiegames_logo.png
Rauha,"Johannes Goupy, Théo Rivière",Grrre Games,2 à 5 joueurs,10 ans,45 mn,Tout public,https://www.grrre-games.com/wp-content/uploads/2022/11/GG012_RULES_240x240.pdf,Chamanisme,"Rauha est un jeu de draft dans lequel les joueurs incarnent de vénérables Chamans ayant pour objectif de sculpter l’environnement afin d’en faire un berceau d’énergie, garant de la sérénité et de l’harmonie pour les siècles à venir.",https://www.grrre-games.com/wp-content/uploads/2022/10/GG012_boite_3D_droite.png,https://www.grrre-games.com/wp-content/uploads/2019/01/gg_logo_blanc_juin_2018-01.png
Durian,Masato Uesugi,Oink Games,2 à 7 joueurs,7 ans,20 mn,Tout public,https://www.youtube.com/watch?v=C-xjE7M8dS4,"Inventaire, Fruits",Durian est un jeu de bluff et de paris. C'est la folie au magasin de fruits. Est-ce qu'il est y aura assez de fruits pour honorer toutes les commandes ? Le gérant Gorille ne laissera passer aucune erreur de ses employés.,https://www.pixiegames.fr/3784-large_default/durian.jpg,https://cf.geekdo-images.com/gFvFfiTTQdDLYCZY5fpNyg__itemrep/img/TsVn2_P8NX3F5INlblEIVUkSbYo=/fit-in/246x300/filters:strip_icc()/pic4137364.jpg
Scout,Kei Kajino,Oink Games,2 à 5 joueurs,9 ans,20 mn,Tout public,https://www.youtube.com/watch?v=EI84LTDZQxQ,Cirque,"Vous venez d'être nommé directeur de cirque. À l'aide des membres de votre troupe de cirque, vous devez préparer un spectacle et pour combler les lacunes de votre équipe, vous devez essayer de recruter les membres des autres troupes ! En recrutant un seul membre, vous pouvez déclencher une réaction en chaîne qui vous aidera à faire une représentation qu'aucun autre cirque ne pourra égaler. Allez-vous préparer votre représentation avec les membres actuels de votre troupe ou bien essaierez vous de recruter d'autres membres ? À vous de faire les bons choix dans ce jeu de cartes effréné !",https://cdn2.philibertnet.com/533273-thickbox_default/scout.jpg,https://cf.geekdo-images.com/gFvFfiTTQdDLYCZY5fpNyg__itemrep/img/TsVn2_P8NX3F5INlblEIVUkSbYo=/fit-in/246x300/filters:strip_icc()/pic4137364.jpg
Speed Bac Jaune,,Editions Napoléon,2 à 7 joueurs,10 ans,15 mn,Ambiance,https://vimeo.com/751580360?embedded=true&source=vimeo_logo&owner=10418399,Humour,"Le p'tit bac en super Rapide ! Débarrassez-vous de vos lettres en répondant plus vite que les autres à des thèmes hilarants ! Des centaines de thèmes drôles & décalés (C'est mou, Ça finit en 'ette', Un loisir de grand-père, On le dit quand on marche dans une crotte, ...) Stimule la répartie et l'humour ! Un jeu d'ambiance drôle mais pas vulgaire.",https://www.pixiegames.fr/4279-large_default/speedbac-jaune.jpg,https://media1.sebio.fr/c/4595-medium_default/xnapoleon-editions.jpg.pagespeed.ic.VMv_ramTfy.webp
3 Chouettes Mots,"Rich Coombes, Dan Penn",Big Potato Games,4 à 10 joueurs,10 ans,30 mn,Ambiance,https://www.didacto.com/index.php?controller=attachment&id_attachment=3286,"Secret, Indice","Dans 3 Chouettes Mots, gagnez des points en écrivant des mots-indices astucieux et en trouvant ce que l’autre équipe a écrit. Soyez malin, évitez les mots trop évidents, mais ne soyez pas trop obscurs non plus, ou votre partenaire ne trouvera pas le mot secret !",https://cdn3.philibertnet.com/554971-thickbox_default/3-chouettes-mots.jpg,https://cdn.shopify.com/s/files/1/0525/4565/0856/files/big-potato-logo-hr_26556f52-a999-41e1-8b7d-9ab0b99811f3.png
Lotta Rome,Evgeny Petrov,Lifestyle boardgames,2 à 5 joueurs,8 ans,30 mn,Tout public,https://www.youtube.com/watch?app=desktop&v=LUOODFIpu0g,Chute de Rome,Jouez le rôle d’un des chefs de clan se partageant les terres de l’Empire romain. Échangez des territoires avec d’autres joueurs et anticipez leurs préférences à votre avantage. Faites les bons choix pour obtenir des gemmes et les meilleures terres.,https://blackrockgames.fr/upload/cache/id:bkEZEkCLSyAAAAAAAARmSQw480h320.jpeg,https://lifestyle-boardgames.fr/assets/layouts/lifestyle/img/logo.png
Affamés,Julien Moncel (Julk),Auzou,1 à 4 joueurs,7 ans,30 mn,Enfants,https://static.fnac-static.com/multimedia/editorial/pdf/9791039506960.pdf,Monstres,Des créatures affamées rôdent autour du village… Saurez-vous les nourrir avant qu’elles ne forcent la porte et saccagent tout ? Découvrez un jeu coopératif de gestion de ressources qui comprend plusieurs niveaux de difficulté et des variantes de jeu pour prolonger le plaisir et l’adapter à tous les joueurs ! ,https://www.auzou.fr/5913-pdt_540/grands-jeux-affames.jpg,https://www.auzou.fr/img/prestashop-logo-1624440119.jpg
Le Prince des Ours,"Johannes Goupy, Gilles Lasfargues",Auzou,2 à 4 joueurs,5 ans,30 mn,Enfants,https://www.youtube.com/watch?v=2pwOT_pkXvc,Animaux,"Sois le plus rapide de la banquise pour être couronné Prince des ours ! Dans ce jeu de rapidité, les enfants doivent pêcher les poissons le plus rapidement possible pour nourrir leurs ours. Celui qui arrivera à récupérer le Prince des ours en premier gagne la partie !",https://www.auzou.fr/5601-pdt_540/le-prince-des-ours.jpg,https://www.auzou.fr/img/prestashop-logo-1624440119.jpg
A Tâtons !,Théo Rivière,Auzou,1 à 4 joueurs,4 ans,30 mn,Enfants,https://www.youtube.com/watch?v=EjO1WpzW0q4,"Lutins, Ogres","Une nuit par an, tous les Lutins de la forêt magique se rassemblent pour une grande course à tâtons. Mais attention, cette année, le grand Ogre s’est invité à la fête ! Découvre 2 modes de jeu, soit tous ensemble contre l’Ogre, soit une course effrénée entre Lutins !",https://www.auzou.fr/5592-pdt_540/a-tatons-.jpg,https://www.auzou.fr/img/prestashop-logo-1624440119.jpg
Coral,Tangi Tabuteau,2 Tomatoes,1 à 4 joueurs,8 ans,30 mn,Tout public,https://s3.amazonaws.com/geekdo-files.com/bgg337989?response-content-disposition=inline%3B%20filename%3D%22Rules_ENG.pdf%22&response-content-type=application%2Fpdf&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJYFNCT7FKCE4O6TA%2F20230326%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20230326T174209Z&X-Amz-SignedHeaders=host&X-Amz-Expires=120&X-Amz-Signature=314a234405f72b911bc56913de531455a060dbb168ae20457d2f82c522228cd6,Océans,"Dans Coral, les joueurs développent ensemble un récif corallien, tout en rivalisant pour placer leurs propres espèces le plus près possible du sommet, où elles peuvent absorber la lumière du soleil qui leur donne vie.",https://cdn3.philibertnet.com/565838-thickbox_default/coral.jpg,https://2tomatoesgames.com/img/logo-1641219904.jpg
Safari Splash!,"Oliver Cereto, Clémentine Descamps",2 Tomatoes,2 à 5 joueurs,6 ans,10 mn,Enfants,https://s3.amazonaws.com/geekdo-files.com/bgg338395?response-content-disposition=inline%3B%20filename%3D%22regles_fr.pdf%22&response-content-type=application%2Fpdf&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJYFNCT7FKCE4O6TA%2F20230326%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20230326T174405Z&X-Amz-SignedHeaders=host&X-Amz-Expires=120&X-Amz-Signature=937b1b57c12061a41ea7535e8f7b679f99f2ea499a7bd0e88931350de4f9e050,Safari,"Descendez en radeau une rivière tumultueuse au cœur de la savane. Prenez en photo vos animaux préférés, mais évitez ceux que vous n’aimez pas ! Attention – SPLASH, un tourbillon ! Tout va si vite !",https://2tomatoesgames.com/681-thickbox_default/safari-splash.jpg,https://2tomatoesgames.com/img/logo-1641219904.jpg
Alien - Le Destin du Nostromo,Scott Rogers,Ravensburger,1 à 5 joueurs,10 ans,60 mn,Tout public,https://www.youtube.com/watch?v=R6qYgBPzlE8,Science-Fiction,"Un extraterrestre nous traque à bord du Nostromo, et le commandant en second Kane est mort. L'équipage restant et moi travaillons ensemble pour réparer le vaisseau et faire ce que nous pouvons pour survivre. Je ne sais pas si nous allons y arriver. L'Alien est grand, rapide et mortel, et pourrait nous attendre juste derrière la prochaine écoutille...",https://cdn.ravensburger.de/images/produktseiten/1024/27346.jpg,https://cf.geekdo-images.com/FNjyvxby-tnAx1UfqVNwPw__itemrep/img/MxPK4J_urbgkUdEEL9XmE2SewdQ=/fit-in/246x300/filters:strip_icc()/pic417413.jpg
El Dorado,Reiner Knizia,Ravensburger,2 à 4 joueurs,10 ans,120 mn,Initiés,https://regle.escaleajeux.fr/cveld_rg.pdf,Aventure,"Au cœur de la forêt sud-américaine se cache la mythique El Dorado. À vous d’engager la meilleur équipe, d’acheter le bon équipement et de planifier intelligemment votre itinéraire pour l'atteindre. Oserez vous vous aventurer à la cité d’or ?",https://cdn2.philibertnet.com/573470-thickbox_default/la-course-vers-el-dorado.jpg,https://cf.geekdo-images.com/FNjyvxby-tnAx1UfqVNwPw__itemrep/img/MxPK4J_urbgkUdEEL9XmE2SewdQ=/fit-in/246x300/filters:strip_icc()/pic417413.jpg
Fire Tower,"Samuel Bryant, Gwen Ruelle",Runaway Parade Games,2 à 4 joueurs,14 ans,30 mn,Initiés,https://www.philibertnet.com/fr/index.php?controller=attachment&id_attachment=5565,Nature,Fire Tower est un jeu compétitif où les joueurs doivent combattre le feu par le feu. Vos seuls objectifs sont de protéger votre propre tour et de propager le feu vers vos adversaires.,https://cdn2.philibertnet.com/527484-thickbox_default/fire-tower.jpg,https://images.squarespace-cdn.com/content/v1/5afc5c6be2ccd15d50b0f819/535ae20d-9f07-4ba5-9324-b88d70b7ab76/LogoColor.png?format=1500w
Triomino Conquest,,Goliath,2 à 4 joueurs,6 ans,,Tout public,,Abstrait,Une nouvelle version du célèbre jeu Triomino. Etre le premier joueur ayant obtenu le total le plus élevé en fin de partie.,,https://cdn.jeux-goliath.com/wp-content/themes/goliath/img/goliath-logo.png
Séquence,Doug Reuter,Goliath,1 à 10 joueurs,7 ans,45 mn,Tout public,https://www.didacto.com/index.php?controller=attachment&id_attachment=2311,Abstrait,"Séquence est le type de jeu qui ne laisse pas de place au hasard. Créez une séquence et bloquez vos adversaires en enlevant leurs jetons. C'est amusant, c'est difficile, c'est excitant, c'est séquence !",https://cdn3.philibertnet.com/508714-large_default/sequence.jpg,https://cdn.jeux-goliath.com/wp-content/themes/goliath/img/goliath-logo.png
Unicorns,Julien Mecchi,404 Editions,2 à 5 joueurs,10 ans,30 mn,Tout public,https://www.youtube.com/watch?v=L26biLZpXhk,Licornes,"Dans ce jeu, vous incarnez des licornes s’offrant des cadeaux afin de se rendre heureuses mutuellement. Au cours de la partie, vous devrez distribuer des cartes Cadeau correspondant aux préférences de vos adversaires (et amis, quand même), et ainsi avancer au fur et à mesure sur la piste du bonheur. Votre but ? Accumuler un maximum d’étoiles et de combos (soit un maximum de points) et tomber sur les cases spéciales pour récupérer des pouvoirs qui vous avantageront au cours de la partie. Le joueur qui termine la partie avec le plus d’étoiles sera couronné meilleure licorne de sa génération !",https://cdn1.philibertnet.com/554302-thickbox_default/unicorns.jpg,https://cf.geekdo-images.com/Sdan0Xj7oc6F_RuNL1xGlA__itemrep/img/gAe6AHf2fpQlbJdv8dteXOuQKi0=/fit-in/246x300/filters:strip_icc()/pic6553140.jpg
Crime Bet,Eric Jumel,404 Editions,3 à 5 joueurs,14 ans,60 mn,Tout public,,"Pub, Bière, Meurtre","Dans ce jeu compétitif de déduction et de pari, les joueurs incarnent des clients du pub « The White Boar » qui ont organisé des paris un peu spéciaux. Ils vont pouvoir tout au long de la journée obtenir des informations cruciales sur les circonstances du meurtre, en soudoyant leur indic, d'autres joueurs ou encore la police. Aux heures de paris, ils doivent faire preuve de déduction et d'audace, tout en gérant savamment leur stock de jetons Bière, pour effectuer les paris les plus rentables ! ",https://www.festivaldesjeux-cannes.com/media/2023/01/ea682302-9e0c-478d-83a6-9bce85d9dac4.jpg,https://cf.geekdo-images.com/Sdan0Xj7oc6F_RuNL1xGlA__itemrep/img/gAe6AHf2fpQlbJdv8dteXOuQKi0=/fit-in/246x300/filters:strip_icc()/pic6553140.jpg
Tracks,"Juan Rodriguez, Christian Rubiella",KYF Editions,1 à 6 joueurs,12 ans,30 mn,Tout public,https://www.youtube.com/watch?v=XybChS7r8sE,Enquête policière sonore,Un jeu coopératif et sonore immersif ! Écoutez la piste enregistrée de l'affaire. Suivez votre cible à l'aide des cartes Caméra. Trouvez le bon endroit sur la carte pour résoudre l'affaire. 15 enquêtes palpitantes pour plus de 6 heures de jeu !!!,https://cf.geekdo-images.com/ZyNBXiy4RX-8iNYAor4fBA__itemrep/img/ZCcSUMbDUdQI9mk5CcvS-aq1AEQ=/fit-in/246x300/filters:strip_icc()/pic7079332.png,http://www.kyf-edition.com/logo_kyf.png
Tracks,"Juan Rodriguez, Christian Rubiella",KYF Editions,1 à 6 joueurs,12 ans,30 mn,Tout public,https://www.youtube.com/watch?v=XybChS7r8sE,Enquête policière sonore,Un jeu coopératif et sonore immersif ! Écoutez la piste enregistrée de l'affaire. Suivez votre cible à l'aide des cartes Caméra. Trouvez le bon endroit sur la carte pour résoudre l'affaire. 15 enquêtes palpitantes pour plus de 6 heures de jeu !!!,https://cf.geekdo-images.com/ZyNBXiy4RX-8iNYAor4fBA__itemrep/img/ZCcSUMbDUdQI9mk5CcvS-aq1AEQ=/fit-in/246x300/filters:strip_icc()/pic7079332.png,http://www.kyf-edition.com/logo_kyf.png
Founders,"Samson F. Perret, Hugo Freyermuth",This way editions,3 à 6 joueurs,10 ans,45 mn,Initiés,https://thiswayeditions.com/fr/founders-fr/,"Fondation, Objectifs secrets","Au cœur d’un paysage balayé par les vents, un groupe d’explorateurs découvre une gigantesque grotte abritant un imposant Édifice illuminant les alentours… Autour de ce Foyer, les Maîtres Fondateurs posent les bases de ce qui deviendra la Cité, le siège des puissantes Guildes d’I C E, le premier jeu de l’éditeur !",https://thiswayeditions.com/wp-content/uploads/2022/07/FOUNDERS-box.png,https://thiswayeditions.com/wp-content/uploads/2021/07/cropped-ThisWayLogo-550.png
Biomos,Gricha German,Subverti,2 à 4 joueurs,8 ans,20 mn,Tout public,https://subverti.com/assets/dl/biomos/biomos-regles-ulule.pdf,"Environnement, science-fiction","Tu es une planète, une jeune planète avec un grand et bel objectif : héberger la vie ! Réussiras-tu à gagner le respect de tout le cosmos en développant la planète avec le plus de biodiversité ?",https://subverti.com/assets/img/games/biom/biomos-thumbnail.webp,https://subverti.com/assets/img/identity/subverti-horizontal-light.webp
Puzzlegend - Robinson,Yoann Levet,Blue Orange,1 à 2 joueurs,8 ans,30 mn,Tout public,https://blueorangegames.eu/wp-content/uploads/2023/01/Puzzlegend-Robinson-Rules-FR-scaled.jpg,"Puzzle, Robinson Crusoé","Revivez le temps d’un carnet la légende d’un illustre personnage. Progressez dans son histoire en résolvant une série de puzzles de plus en plus difficiles. Tentez de survivre et de vous échapper de l’île d’Espéranza. Mais attention, le chemin est parsemé d’embûches.",https://blueorangegames.eu/wp-content/uploads/2023/03/Puzzlegend-Robinson-3DBox.jpg,https://blueorangegames.eu/wp-content/uploads/thegem-logos/logo_2f8ee8a896e01b1b1f5df5ebcef34819_2x.png
Puzzlegend - Merlin,Yoann Levet,Blue Orange,1 à 2 joueurs,8 ans,30 mn,Tout public,https://blueorangegames.eu/wp-content/uploads/2023/01/Puzzlegend-Merlin-Rules-FR-scaled.jpg,"Puzzle, Merlin l'Enchanteur",Revivez le temps d’un carnet la légende d’un illustre personnage. Progressez dans son histoire en résolvant une série de puzzles de plus en plus difficiles. Tentez de ramener le calme dans la forêt où des monstres ont décidé de semer la zizanie. Fabriquez des potions et combattez-les.,https://blueorangegames.eu/wp-content/uploads/2023/03/Puzzlegend-Merlin-3DBox.jpg,https://blueorangegames.eu/wp-content/uploads/thegem-logos/logo_2f8ee8a896e01b1b1f5df5ebcef34819_2x.png
Puzzlegend - Sherlock Holmes,Yoann Levet,Blue Orange,1 à 2 joueurs,8 ans,30 mn,Tout public,https://blueorangegames.eu/wp-content/uploads/2023/01/Puzzlegend-SherlockHolmes-Rules-FR-scaled.jpg,"Puzzle, Sherlock Holmes",Revivez le temps d’un carnet la légende d’un illustre personnage. Progressez dans son histoire en résolvant une série de puzzles de plus en plus difficiles. Vous êtes appelé afin de résoudre un terrible crime. Interrogez les témoins et éliminez les suspects afin de démasquer le vrai coupable !,https://blueorangegames.eu/wp-content/uploads/2023/03/Puzzlegend-Sherlock-3DBox.jpg,https://blueorangegames.eu/wp-content/uploads/thegem-logos/logo_2f8ee8a896e01b1b1f5df5ebcef34819_2x.png
Erune,Quentin Deleau,Arkada Studio,1 à 5 joueurs,14 ans,90 mn,Tout public,https://cdn.1j1ju.com/medias/2e/7a/41-erune-regle.pdf,"Médiéval, Fantastique","Entrez dans le monde d'Erune et parcourez ses donjons les plus sombres... Vivez des quêtes épiques, combattez des hordes de monstres et déjouez les plans diaboliques du maître des ombres !",https://i0.wp.com/arkada.studio/wp-content/uploads/2021/09/HEROIC_BOX_1000x1000_Spiel_21.jpg,https://i0.wp.com/arkada.studio/wp-content/uploads/2022/02/Arkada-Speak-With-Your-Game.png?w=1080&ssl=1
Spark Riders 3000,Arkada Studio,Arkada Studio,1 à 4 joueurs,10 ans,60 mn,Tout public,https://arkada.studio/wp-content/uploads/2022/09/FR_SPARKRIDERS_LivreRegles.pdf,Science Fiction,"Incarnez l'équipage du Spark, le vaisseau spatial doté de l'IA la plus avancée de l'univers. Votre mission est de livrer de précieuses cargaisons aux quatre coins de la galaxie pour assurer la survie de l'humanité. Attention, des pirates extraterrestres et des environnements hostiles vous attendent, alors seuls les meilleurs arriveront en un seul morceau.",https://cf.geekdo-images.com/NSNgxuCvCyyxy7dTL7bpIA__itemrep/img/npnuOk2OK60V9pXaCySRA_-1pxc=/fit-in/246x300/filters:strip_icc()/pic7037102.jpg,https://i0.wp.com/arkada.studio/wp-content/uploads/2022/02/Arkada-Speak-With-Your-Game.png?w=1080&ssl=1
Empédocle Kyklo,Alexis Suard,Poptalks,2 à 5 joueurs,10 ans,30 mn,Tout public,https://www.poptalks.com/wp-content/uploads/2023/02/empedocle_kyklo_finale_v2.pd.pdf,,"A la demande du Grand Architecte, chacun cherche à briser le cycle d’Empédocle pour stabiliser le Monde Terrestre du côté de l’Amour. Pour cela, les forces doivent se débarrasser de leur Haine.",https://www.poptalks.com/wp-content/uploads/2022/11/annonce_sortie_empedocle_kyklo_v3.png,https://www.poptalks.com/wp-content/uploads/2022/08/cropped-296995420_5266472316767673_1086588367184898966_n.png
Wuxing Duel,Alexis Suard,Poptalks,2 joueurs,6 ans,20 mn,Tout public,https://www.poptalks.com/wuxing-duel/,"Chine, Duel",Anticipez les mouvements de votre adversaire pour maîtriser le Wuxing. Les Wuxing sont les cinq éléments (xing) chinois (wu). Chaque élément détruit ou engendre deux éléments et est lui-même détruit ou engendré par deux autres éléments.,https://www.poptalks.com/wp-content/uploads/2023/03/tuiles_wuxing_duel_pour_site_web_v1-1024x686.png,https://www.poptalks.com/wp-content/uploads/2022/08/cropped-296995420_5266472316767673_1086588367184898966_n.png
Rainbow 7,"Alexandre Emerit, Antoine Davrou",Ghost Dog Games,2 à 5 joueurs,8 ans,20 mn,Tout public,https://cdn.1j1ju.com/medias/d6/86/53-rainbow-7-regle.pdf,"Crachins, averses, orages ! Mais après, il y a des arcs-en-ciel non ?","Rainbow 7 est un jeu de cartes fun, rapide, malin et coloré dont on enchaîne les parties sans se rendre compte du temps qui passe.",http://ghostdoggames.com/wp-content/uploads/2022/04/RAINBOW7_BOX3D_Right-1.jpg,http://ghostdoggames.com/wp-content/uploads/2021/10/Logo_Noir_Blanc_Fond-1.png
Myriades,"Romaric Galonnier, Benoit Turpin",Ghost Dog Games,1 à 5 joueurs,7 ans,20 mn,Tout public,https://www.youtube.com/watch?v=Enih2mq81ko,"Mer, Îles","Le Grand Océan s'étend sur tout le monde connu, et l'archipel des Myriades se trouve au milieu de cette étendue. Vous êtes un jeune capitaine, à la tête d'une petite flotte, et vous parcourez les mers à la recherche de quelques îles hospitalières où votre peuple pourra s'installer et prospérer dans le bonheur.",https://cf.geekdo-images.com/NGDfEBSfp_uAoFimf8VvtA__itemrep/img/gEsv0me7oeUg0JmN7A2SCC6tBXs=/fit-in/246x300/filters:strip_icc()/pic7332889.jpg,http://ghostdoggames.com/wp-content/uploads/2021/10/Logo_Noir_Blanc_Fond-1.png
Boussanga,"Madani Traore, Nicolas Orange",Oka Luda,1 à 4 joueurs,8 ans,30 mn,Tout public,https://cdn.1j1ju.com/medias/33/a6/78-boussanga-regle.pdf,"Abstrait, magie, nature","Eau, Terre, Feu ou Air, c’est quand ils sont alignés que les éléments sont les plus puissants. Grâce aux cartes données par la chamane, réalisez l’alignement parfait – le « Boussanga » – et mettez les forces de la Nature de votre côté.",https://www.gigamic.com/files/catalog/products/images/product/oka-luda-boussanga-boite-3d-web.webp,https://okaluda.fr/wp-content/uploads/2018/10/cropped-logo-nicofinal-FOND-TRANSPARENT.png
"Lanfeust de Troy, chapitre 1","Nathalie Saunier, Rémi Saunier",Oka Luda,2 à 4 joueurs,8 ans,20 mn,Tout public,https://okaluda.fr/lanfeust/,Univers Lanfeust de Troy,"Lanfeust de Troy est un jeu d’exploration où vous incarnerez l’un des héros de la célèbre Bande-Dessinée. Un univers de magie, riche en aventures, où tous les exploits sont possibles. Combattez des monstres, explorez de sombres cavernes, pillez des trésors",https://okaluda.fr/wp-content/uploads/2023/03/lanfeust-oka-luda-boite-03b.png,https://okaluda.fr/wp-content/uploads/2018/10/cropped-logo-nicofinal-FOND-TRANSPARENT.png
Suricate,"Grégory Germain, Joan Dufour",Oka Luda,2 à 4 joueurs,8 ans,20 mn,Tout public,https://okaluda.fr/suricates/,"Animaux, Evasion",Suricates est un jeu coopératif où tous les joueurs vont devoir réaliser des combinaisons précises en déplaçant leur personnage afin de creuser un tunnel pour que leurs amis suricates puissent s’évader.,https://okaluda.fr/wp-content/uploads/2023/04/vue-boite-droite.png,https://okaluda.fr/wp-content/uploads/2018/10/cropped-logo-nicofinal-FOND-TRANSPARENT.png
Yuan,,Oka Luda,,,,Tout public,,,,,https://okaluda.fr/wp-content/uploads/2018/10/cropped-logo-nicofinal-FOND-TRANSPARENT.png
Fish & Cheat,Rob Piesse,Gigamic,4 à 10 joueurs,10 ans,30 mn,Ambiance,https://www.gigamic.com/files/catalog/products/rules/fish_cheat_rules_bd.pdf,"Quizz , Défis","Dans Fish and Cheat, les joueurs vont se succéder au rôle de celui qui pose une question sur un fait insolite drôle. Votre but est alors de découvrir la seule bonne réponse parmi les mensonges des autres joueurs. Et au tour suivant, c'est sûrement vous qui devrez inventer une réponse improbable pour embobiner le lecteur de la question!",https://www.gigamic.com/files/catalog/products/images/product/gigamic_fish-and-cheat_left_11-2022.webp,https://www.gigamic.com/images/logo.png
Bernard,Bakakou,Gigamic,3 à 18 joueurs,16 ans,20 mn,Ambiance,https://www.gigamic.com/files/catalog/products/rules/regles_-_bernard_-_prod_fr-001_-_ind_a_compressed.pdf,"Devinettes, Personnages","On pose des cartes chacun son tour et on essaie de penser à un personnage, célèbre ou non, répondant à la description qui se construit sur la table. Attention, à un moment il faudra se justifier. Si le portrait n’est pas validé, il faudra piocher. Le but : ne plus avoir de carte.",https://www.gigamic.com/files/catalog/products/images/product/gigamic_jber_3760345040013_bernard_box-left_bd.webp,https://www.gigamic.com/images/logo.png
Le Poing sur la table,Olivier Mousseau,Funny Fox,3 à 8 joueurs,8 ans,15 mn,Ambiance,https://cdn.1j1ju.com/medias/78/a5/a4-le-poing-sur-la-table-regle.pdf,Vie Quotidienne,"Le Poing sur la Table est un jeu dynamique et fun, où il faudra argumenter pour vous en sortir et taper du poing pour faire entendre votre voix !",https://www.gigamic.com/files/catalog/products/images/product/gigamic_fupoi_le-poing-sur-la-table_box_left_bd.webp,https://funnyfox.fr/wp-content/uploads/sites/21/2019/09/FunnyfoxNEW3-1024x715.png
Hiroba,"Johan Benvenuto, Alexandre Droit, Bertrand Roux",Funny Fox,2 à 4 joueurs,10 ans,25 mn,Ambiance,https://www.gigamic.com/files/catalog/products/rules/livret_r__gles-fr-hiroba.pdf,"Asie, Jardins","Dans Hiroba, placez astucieusement vos galets numérotés afin d’être majoritaires dans le plus de jardins. Reprenant le principe du Sudoku, il ne peut jamais y avoir deux galets de même valeur dans un même jardin, une même ligne ou une même colonne. Soyez fins stratèges pour contrer vos adversaires et ne négligez pas les très convoitées carpes koï qui pourront vous rapporter de précieux points. Parviendrez-vous à garder le contrôle et rester zen face à vos adversaires ?",https://www.gigamic.com/files/catalog/products/images/product/hiroba_fr_left_web.webp,https://funnyfox.fr/wp-content/uploads/sites/21/2019/09/FunnyfoxNEW3-1024x715.png
Rainforest,Johannes Goupy,Funny Fox,3 à 6 joueurs,8 ans,30 mn,Tout public,https://cdn.1j1ju.com/medias/2b/05/16-rainforest-regle.pdf,Préservation de la nature,"Dans Rainforest, agencez harmonieusement votre jungle avec les différents types de végétation et réintroduisez les espèces animales emblématiques de la région pour aider à leur préservation : singes, grenouilles, papillons ou encore perroquets. Mais n’oubliez pas d’assurer la pérennité de votre animal totem, car il pourrait vous rapporter de précieux points. Parviendrez-vous à faire de votre jungle un berceau de la diversité ?",https://www.gigamic.com/files/catalog/products/images/product/gigamic_furai_rainforest_box-left.webp,https://funnyfox.fr/wp-content/uploads/sites/21/2019/09/FunnyfoxNEW3-1024x715.png
The Crown,Thibault Gastaud,Itanooki,3 à 8 joueurs,10 ans,15 mn,Ambiance,https://www.kickstarter.com/projects/itanooki/the-crown/?ref=kicktraq,Médiéval,"Pour gagner une partie de The Crown, il faut soit avoir le plus grand nombre de points soit être le seul joueur à ne pas s'être fait éliminer !",https://pbs.twimg.com/media/Fp1ZleJXoAMI9N5.jpg,https://scontent-mrs2-2.xx.fbcdn.net/v/t39.30808-6/309847241_433704705560118_8949074585674925956_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=09cbfe&_nc_ohc=Y7G1
Vaalbara,Olivier Cipiere,Studio H,2 à 5 joueurs,10 ans,20 mn,Tout public,https://www.gigamic.com/files/catalog/products/rules/vaalbara_rulebook-fr-1.pdf,Préhistorique,"Sous-continent de Vaalbara, ère néolithique. Votre tribu se lance à l’exploration de terres inconnues afin d’établir des villages sédentaires. Utilisez intelligemment les talents variés de vos membres pour optimiser votre développement, étendre votre territoire et imposer votre hégémonie !",https://www.gigamic.com/files/catalog/products/images/product/1studioh_box_vaalbara.webp,https://cf.geekdo-images.com/IALiXfLAr4S63_BiaUo5Mw__itemrep/img/23zI646WO5CpzpvaLyLHaOKo0fM=/fit-in/246x300/filters:strip_icc()/pic4972566.jpg
